,posttest,stimulus_label,mean,SE,error,lower,upper,p_value
56,0.5714285714285714,3rd,0.226,0.036,0.001,0.187,0.258,0.0
57,0.5714285714285714,4th,0.354,0.047,0.001,0.302,0.395,0.0
58,0.5714285714285714,5th,0.339,0.044,0.001,0.301,0.387,0.0
59,0.5714285714285714,6th,0.223,0.037,0.001,0.186,0.259,0.0
60,0.5836734693877551,3rd,0.235,0.035,0.001,0.196,0.266,0.0
61,0.5836734693877551,4th,0.369,0.046,0.001,0.322,0.412,0.0
62,0.5836734693877551,5th,0.341,0.042,0.001,0.297,0.379,0.0
63,0.5836734693877551,6th,0.23,0.036,0.001,0.196,0.268,0.0
64,0.5959183673469388,3rd,0.244,0.035,0.001,0.204,0.273,0.0
65,0.5959183673469388,4th,0.384,0.044,0.001,0.341,0.43,0.0
66,0.5959183673469388,5th,0.342,0.04,0.001,0.297,0.376,0.0
67,0.5959183673469388,6th,0.237,0.035,0.001,0.2,0.27,0.0
68,0.6081632653061224,3rd,0.253,0.034,0.001,0.216,0.283,0.0
69,0.6081632653061224,4th,0.399,0.043,0.001,0.358,0.443,0.0
70,0.6081632653061224,5th,0.344,0.038,0.001,0.302,0.378,0.0
71,0.6081632653061224,6th,0.244,0.035,0.001,0.208,0.277,0.0
72,0.6204081632653061,3rd,0.262,0.033,0.001,0.227,0.294,0.0
73,0.6204081632653061,4th,0.414,0.042,0.001,0.375,0.458,0.0
74,0.6204081632653061,5th,0.345,0.037,0.001,0.304,0.377,0.0
75,0.6204081632653061,6th,0.252,0.034,0.001,0.217,0.285,0.0
76,0.6326530612244898,3rd,0.272,0.033,0.001,0.238,0.303,0.0
77,0.6326530612244898,4th,0.43,0.04,0.001,0.391,0.472,0.0
78,0.6326530612244898,5th,0.347,0.035,0.001,0.315,0.385,0.0
79,0.6326530612244898,6th,0.259,0.033,0.001,0.229,0.295,0.0
80,0.6448979591836734,3rd,0.282,0.032,0.001,0.249,0.312,0.0
81,0.6448979591836734,4th,0.446,0.039,0.001,0.405,0.482,0.0
82,0.6448979591836734,5th,0.348,0.034,0.001,0.317,0.384,0.0
83,0.6448979591836734,6th,0.267,0.032,0.001,0.237,0.301,0.0
84,0.6571428571428571,3rd,0.293,0.031,0.0,0.261,0.323,0.0
85,0.6571428571428571,4th,0.462,0.037,0.001,0.424,0.498,0.0
86,0.6571428571428571,5th,0.35,0.033,0.001,0.321,0.384,0.0
87,0.6571428571428571,6th,0.275,0.031,0.0,0.245,0.307,0.0
88,0.6693877551020408,3rd,0.303,0.03,0.0,0.272,0.332,0.0
89,0.6693877551020408,4th,0.478,0.036,0.001,0.445,0.515,0.0
90,0.6693877551020408,5th,0.351,0.031,0.0,0.318,0.379,0.0
91,0.6693877551020408,6th,0.283,0.03,0.0,0.254,0.314,0.0
92,0.6816326530612244,3rd,0.314,0.03,0.0,0.286,0.345,0.0
93,0.6816326530612244,4th,0.494,0.035,0.001,0.462,0.53,0.0
94,0.6816326530612244,5th,0.353,0.03,0.0,0.324,0.382,0.0
95,0.6816326530612244,6th,0.292,0.029,0.0,0.262,0.321,0.0
96,0.6938775510204082,3rd,0.325,0.029,0.0,0.294,0.351,0.0
97,0.6938775510204082,4th,0.51,0.033,0.001,0.479,0.544,0.0
98,0.6938775510204082,5th,0.354,0.029,0.0,0.328,0.384,0.0
99,0.6938775510204082,6th,0.3,0.029,0.0,0.272,0.329,0.0
100,0.7061224489795919,3rd,0.336,0.029,0.0,0.306,0.362,0.0
101,0.7061224489795919,4th,0.526,0.032,0.001,0.5,0.562,0.0
102,0.7061224489795919,5th,0.356,0.028,0.0,0.329,0.383,0.0
103,0.7061224489795919,6th,0.309,0.028,0.0,0.281,0.336,0.0
104,0.7183673469387755,3rd,0.348,0.028,0.0,0.319,0.374,0.0
105,0.7183673469387755,4th,0.542,0.031,0.0,0.518,0.578,0.0
106,0.7183673469387755,5th,0.357,0.027,0.0,0.329,0.383,0.0
107,0.7183673469387755,6th,0.318,0.027,0.0,0.293,0.347,0.0
108,0.7306122448979592,3rd,0.359,0.028,0.0,0.333,0.388,0.0
109,0.7306122448979592,4th,0.558,0.03,0.0,0.533,0.592,0.0
110,0.7306122448979592,5th,0.359,0.027,0.0,0.331,0.383,0.0
111,0.7306122448979592,6th,0.327,0.027,0.0,0.302,0.356,0.0
112,0.7428571428571429,3rd,0.371,0.027,0.0,0.344,0.398,0.0
113,0.7428571428571429,4th,0.574,0.029,0.0,0.55,0.607,0.0
114,0.7428571428571429,5th,0.361,0.027,0.0,0.331,0.384,0.0
115,0.7428571428571429,6th,0.336,0.026,0.0,0.309,0.361,0.0
116,0.7551020408163265,3rd,0.383,0.027,0.0,0.356,0.41,0.0
117,0.7551020408163265,4th,0.59,0.029,0.0,0.567,0.623,0.0
118,0.7551020408163265,5th,0.362,0.026,0.0,0.335,0.386,0.0
119,0.7551020408163265,6th,0.345,0.026,0.0,0.318,0.371,0.0
120,0.7673469387755102,3rd,0.395,0.028,0.0,0.367,0.421,0.0
121,0.7673469387755102,4th,0.605,0.028,0.0,0.583,0.639,0.0
122,0.7673469387755102,5th,0.364,0.027,0.0,0.337,0.389,0.0
123,0.7673469387755102,6th,0.354,0.026,0.0,0.331,0.384,0.0
124,0.7795918367346939,3rd,0.407,0.028,0.0,0.379,0.434,0.0
125,0.7795918367346939,4th,0.62,0.028,0.0,0.595,0.651,0.0
126,0.7795918367346939,5th,0.365,0.027,0.0,0.337,0.39,0.0
127,0.7795918367346939,6th,0.364,0.027,0.0,0.338,0.391,0.0
128,0.7918367346938775,3rd,0.419,0.028,0.0,0.392,0.449,0.0
129,0.7918367346938775,4th,0.636,0.028,0.0,0.611,0.667,0.0
130,0.7918367346938775,5th,0.367,0.027,0.0,0.337,0.392,0.0
131,0.7918367346938775,6th,0.373,0.027,0.0,0.347,0.4,0.0
132,0.8040816326530612,3rd,0.432,0.029,0.0,0.405,0.462,0.0
133,0.8040816326530612,4th,0.65,0.028,0.0,0.624,0.68,0.0
134,0.8040816326530612,5th,0.369,0.028,0.0,0.337,0.394,0.0
135,0.8040816326530612,6th,0.383,0.028,0.0,0.357,0.412,0.0
136,0.8163265306122449,3rd,0.444,0.03,0.0,0.415,0.474,0.0
137,0.8163265306122449,4th,0.665,0.029,0.0,0.638,0.694,0.0
138,0.8163265306122449,5th,0.37,0.029,0.0,0.34,0.397,0.0
139,0.8163265306122449,6th,0.393,0.029,0.0,0.363,0.42,0.0
140,0.8285714285714285,3rd,0.457,0.031,0.0,0.425,0.486,0.0
141,0.8285714285714285,4th,0.679,0.029,0.0,0.65,0.707,0.0
142,0.8285714285714285,5th,0.372,0.03,0.0,0.341,0.401,0.0
143,0.8285714285714285,6th,0.403,0.03,0.0,0.372,0.431,0.0
144,0.8408163265306122,3rd,0.47,0.032,0.001,0.439,0.503,0.0
145,0.8408163265306122,4th,0.693,0.029,0.0,0.661,0.719,0.0
146,0.8408163265306122,5th,0.374,0.031,0.0,0.342,0.404,0.0
147,0.8408163265306122,6th,0.413,0.031,0.0,0.381,0.441,0.0
148,0.8530612244897959,3rd,0.482,0.033,0.001,0.449,0.516,0.0
149,0.8530612244897959,4th,0.706,0.03,0.0,0.678,0.738,0.0
150,0.8530612244897959,5th,0.375,0.033,0.001,0.341,0.406,0.0
151,0.8530612244897959,6th,0.423,0.032,0.001,0.388,0.452,0.0
152,0.8653061224489795,3rd,0.495,0.035,0.001,0.46,0.529,0.0
153,0.8653061224489795,4th,0.719,0.03,0.0,0.693,0.753,0.0
154,0.8653061224489795,5th,0.377,0.034,0.001,0.346,0.413,0.0
155,0.8653061224489795,6th,0.433,0.034,0.001,0.398,0.465,0.0
156,0.8775510204081632,3rd,0.508,0.036,0.001,0.472,0.543,0.0
157,0.8775510204081632,4th,0.732,0.031,0.0,0.699,0.761,0.0
158,0.8775510204081632,5th,0.379,0.036,0.001,0.343,0.414,0.0
159,0.8775510204081632,6th,0.443,0.036,0.001,0.408,0.478,0.0
160,0.889795918367347,3rd,0.52,0.038,0.001,0.484,0.559,0.0
161,0.889795918367347,4th,0.744,0.031,0.0,0.713,0.776,0.0
162,0.889795918367347,5th,0.38,0.037,0.001,0.345,0.419,0.0
163,0.889795918367347,6th,0.453,0.038,0.001,0.416,0.491,0.0
164,0.9020408163265307,3rd,0.533,0.04,0.001,0.493,0.571,0.0
165,0.9020408163265307,4th,0.756,0.031,0.0,0.729,0.792,0.0
166,0.9020408163265307,5th,0.382,0.039,0.001,0.344,0.421,0.0
167,0.9020408163265307,6th,0.463,0.04,0.001,0.424,0.503,0.0
168,0.9142857142857143,3rd,0.546,0.041,0.001,0.503,0.585,0.0
169,0.9142857142857143,4th,0.768,0.032,0.001,0.74,0.804,0.0
170,0.9142857142857143,5th,0.384,0.041,0.001,0.342,0.424,0.0
171,0.9142857142857143,6th,0.474,0.042,0.001,0.433,0.515,0.0
172,0.926530612244898,3rd,0.558,0.043,0.001,0.514,0.599,0.0
173,0.926530612244898,4th,0.779,0.032,0.001,0.752,0.817,0.0
174,0.926530612244898,5th,0.386,0.043,0.001,0.344,0.43,0.0
175,0.926530612244898,6th,0.484,0.044,0.001,0.438,0.525,0.0
176,0.9387755102040817,3rd,0.57,0.045,0.001,0.526,0.614,0.0
177,0.9387755102040817,4th,0.79,0.032,0.001,0.76,0.825,0.0
178,0.9387755102040817,5th,0.387,0.045,0.001,0.343,0.432,0.0
179,0.9387755102040817,6th,0.494,0.046,0.001,0.448,0.539,0.0
180,0.9510204081632653,3rd,0.583,0.046,0.001,0.535,0.626,0.0
181,0.9510204081632653,4th,0.8,0.033,0.001,0.771,0.836,0.0
182,0.9510204081632653,5th,0.389,0.047,0.001,0.342,0.436,0.0
183,0.9510204081632653,6th,0.505,0.048,0.001,0.461,0.557,0.0
184,0.963265306122449,3rd,0.595,0.048,0.001,0.548,0.642,0.0
185,0.963265306122449,4th,0.81,0.033,0.001,0.781,0.846,0.0
186,0.963265306122449,5th,0.391,0.049,0.001,0.334,0.433,0.0
187,0.963265306122449,6th,0.515,0.05,0.001,0.469,0.568,0.0
188,0.9755102040816327,3rd,0.607,0.05,0.001,0.56,0.658,0.0
189,0.9755102040816327,4th,0.82,0.033,0.001,0.791,0.856,0.0
190,0.9755102040816327,5th,0.392,0.051,0.001,0.343,0.445,0.0
191,0.9755102040816327,6th,0.525,0.052,0.001,0.476,0.579,0.0
192,0.9877551020408163,3rd,0.619,0.051,0.001,0.57,0.67,0.0
193,0.9877551020408163,4th,0.829,0.033,0.001,0.8,0.865,0.0
194,0.9877551020408163,5th,0.394,0.053,0.001,0.336,0.443,0.0
195,0.9877551020408163,6th,0.535,0.054,0.001,0.482,0.59,0.0
196,1.0,3rd,0.631,0.052,0.001,0.576,0.679,0.0
197,1.0,4th,0.837,0.033,0.001,0.809,0.874,0.0
198,1.0,5th,0.396,0.055,0.001,0.336,0.447,0.0
199,1.0,6th,0.545,0.056,0.001,0.495,0.607,0.0
