,regimen,day,mean,cilower,ciupper
78,SA,1.375,0.6636492506398718,0.6268492500878952,0.7001297553531496
79,SA,1.5,0.6665663598247584,0.6317335013937654,0.70091412397687
80,SA,1.625,0.669461388905918,0.6368956447417365,0.7021201551390794
81,SA,1.75,0.6723335644197236,0.6415579959156428,0.702941255183627
82,SA,1.875,0.6751821451441483,0.6461562318947269,0.703938723658403
83,SA,2.0,0.6780064231700216,0.6500551461332869,0.7053611390482224
84,SA,2.125,0.680805724820825,0.6537994326189441,0.7072742087639037
85,SA,2.25,0.683579411419743,0.6572700924013797,0.7091575309935312
86,SA,2.375,0.6863268799039117,0.6609270548258919,0.7110310001154757
87,SA,2.5,0.6890475632873992,0.6642448098318319,0.7135134626747606
88,SA,2.625,0.6917409309756376,0.6668010058888719,0.7166415501337403
89,SA,2.75,0.6944064889352871,0.6693781993326232,0.7196008758312881
90,SA,2.875,0.6970437797246256,0.6713768311280686,0.723057810221236
91,SA,3.0,0.699652382390422,0.6726384519625279,0.726517121165046
92,SA,3.125,0.7022319122381955,0.6739727144675043,0.7306539010200375
93,SA,3.25,0.7047820204833278,0.6745992489371189,0.7341413861841465
94,SA,3.375,0.7073023937910922,0.6756334590717915,0.737881390086559
95,SA,3.5,0.7097927537140791,0.6766815286778135,0.7420895913734926
96,SA,3.625,0.7122528560357068,0.6772435129638645,0.7465226106690594
97,SA,3.75,0.7146824900287655,0.6781318190302298,0.7506307921018149
98,SA,3.875,0.7170814776378095,0.6785936972251814,0.7545753057754125
99,SA,4.0,0.7194496725943961,0.6790506634766841,0.7590116874692479
