"","sid","condition","block_index","date","time","trialnum","signal_interval","response_interval","signal","standard","trialdur","regimen","day","correct","foil_label","pretest"
"10922","1625","4th",3,"2013-08-20","11:17:28.200",2,2,1,22,15,3.829512,"AP",2,FALSE,"3rd",0.516666666666667
"10923","1625","4th",3,"2013-08-20","11:17:32.106",3,2,2,31,7,4.736812,"AP",2,TRUE,"3rd",0.516666666666667
"10924","1625","4th",3,"2013-08-20","11:17:36.887",4,2,2,30,56,3.850907,"AP",2,TRUE,"5th",0.516666666666667
"10925","1625","4th",3,"2013-08-20","11:17:40.777",5,1,1,27,48,3.720168,"AP",2,TRUE,"5th",0.516666666666667
"10926","1625","4th",3,"2013-08-20","11:17:44.605",6,2,1,33,16,3.932917,"AP",2,FALSE,"3rd",0.516666666666667
"10927","1625","4th",3,"2013-08-20","11:17:48.573",7,1,1,23,53,4.150109,"AP",2,TRUE,"5th",0.516666666666667
"10928","1625","4th",3,"2013-08-20","11:17:52.776",8,2,1,29,15,3.897945,"AP",2,FALSE,"3rd",0.516666666666667
"10929","1625","4th",3,"2013-08-20","11:17:56.728",9,2,2,27,68,3.779568,"AP",2,TRUE,"6th",0.516666666666667
"10930","1625","4th",3,"2013-08-20","11:18:0.587",10,1,1,25,3,3.800909,"AP",2,TRUE,"3rd",0.516666666666667
"10931","1625","4th",3,"2013-08-20","11:18:4.431",11,2,1,28,44,3.849223,"AP",2,FALSE,"5th",0.516666666666667
"10932","1625","4th",3,"2013-08-20","11:18:8.321",12,1,2,21,65,4.01845,"AP",2,FALSE,"6th",0.516666666666667
"10933","1625","4th",3,"2013-08-20","11:18:12.399",13,2,1,37,59,3.782292,"AP",2,FALSE,"6th",0.516666666666667
"10934","1625","4th",3,"2013-08-20","11:18:16.211",14,1,2,39,8,3.834906,"AP",2,FALSE,"3rd",0.516666666666667
"10935","1625","4th",3,"2013-08-20","11:18:20.085",15,1,1,24,62,3.86889,"AP",2,TRUE,"6th",0.516666666666667
"10936","1625","4th",3,"2013-08-20","11:18:23.991",16,2,2,26,19,3.801992,"AP",2,TRUE,"3rd",0.516666666666667
"10937","1625","4th",3,"2013-08-20","11:18:27.835",17,2,1,39,63,3.82367,"AP",2,FALSE,"6th",0.516666666666667
"10938","1625","4th",3,"2013-08-20","11:18:31.694",18,2,2,21,66,3.831692,"AP",2,TRUE,"6th",0.516666666666667
"10939","1625","4th",3,"2013-08-20","11:18:35.584",19,2,2,26,19,3.808879,"AP",2,TRUE,"3rd",0.516666666666667
"10940","1625","4th",3,"2013-08-20","11:18:39.427",20,2,2,36,65,3.964096,"AP",2,TRUE,"6th",0.516666666666667
"10941","1625","4th",3,"2013-08-20","11:18:43.442",21,1,2,26,43,3.827035,"AP",2,FALSE,"5th",0.516666666666667
"10942","1625","4th",3,"2013-08-20","11:18:47.301",22,1,1,32,69,3.88199,"AP",2,TRUE,"6th",0.516666666666667
"10943","1625","4th",3,"2013-08-20","11:18:51.223",23,2,2,28,54,3.854152,"AP",2,TRUE,"5th",0.516666666666667
"10944","1625","4th",3,"2013-08-20","11:18:55.113",24,2,1,39,60,3.759244,"AP",2,FALSE,"6th",0.516666666666667
"10945","1625","4th",3,"2013-08-20","11:18:58.910",25,1,1,33,44,3.931354,"AP",2,TRUE,"5th",0.516666666666667
"10946","1625","4th",3,"2013-08-20","11:19:2.926",26,2,2,28,12,4.605482,"AP",2,TRUE,"3rd",0.516666666666667
"10947","1625","4th",3,"2013-08-20","11:19:7.597",27,2,2,22,69,3.782205,"AP",2,TRUE,"6th",0.516666666666667
"10948","1625","4th",3,"2013-08-20","11:19:11.441",28,2,2,28,9,3.758761,"AP",2,TRUE,"3rd",0.516666666666667
"10949","1625","4th",3,"2013-08-20","11:19:15.237",29,2,1,34,52,3.819989,"AP",2,FALSE,"5th",0.516666666666667
"10950","1625","4th",3,"2013-08-20","11:19:19.097",30,2,1,28,46,3.793373,"AP",2,FALSE,"5th",0.516666666666667
"10951","1625","4th",4,"2013-08-20","11:19:39.705",1,2,1,31,19,4.92393,"AP",2,FALSE,"3rd",0.516666666666667
"10952","1625","4th",4,"2013-08-20","11:19:44.720",2,2,2,29,13,4.374376,"AP",2,TRUE,"3rd",0.516666666666667
"10953","1625","4th",4,"2013-08-20","11:19:49.142",3,2,2,24,62,3.772414,"AP",2,TRUE,"6th",0.516666666666667
"10954","1625","4th",4,"2013-08-20","11:19:52.954",4,2,2,29,51,3.807528,"AP",2,TRUE,"5th",0.516666666666667
"10955","1625","4th",4,"2013-08-20","11:19:56.798",5,1,2,39,50,4.058835,"AP",2,FALSE,"5th",0.516666666666667
"10956","1625","4th",4,"2013-08-20","11:20:0.923",6,2,2,21,66,3.952271,"AP",2,TRUE,"6th",0.516666666666667
"10957","1625","4th",4,"2013-08-20","11:20:4.907",7,2,1,39,52,3.830539,"AP",2,FALSE,"5th",0.516666666666667
"10958","1625","4th",4,"2013-08-20","11:20:8.782",8,2,1,30,60,3.94849,"AP",2,FALSE,"6th",0.516666666666667
"10959","1625","4th",4,"2013-08-20","11:20:12.766",9,2,2,31,40,3.890868,"AP",2,TRUE,"5th",0.516666666666667
"10960","1625","4th",4,"2013-08-20","11:20:16.703",10,2,2,30,41,3.922977,"AP",2,TRUE,"5th",0.516666666666667
"10961","1625","4th",4,"2013-08-20","11:20:20.781",11,1,1,26,5,4.167383,"AP",2,TRUE,"3rd",0.516666666666667
"10962","1625","4th",4,"2013-08-20","11:20:24.984",12,2,2,27,6,3.918379,"AP",2,TRUE,"3rd",0.516666666666667
"10963","1625","4th",4,"2013-08-20","11:20:28.984",13,1,2,22,61,3.842877,"AP",2,FALSE,"6th",0.516666666666667
"10964","1625","4th",4,"2013-08-20","11:20:32.858",14,2,2,37,9,3.918148,"AP",2,TRUE,"3rd",0.516666666666667
"10965","1625","4th",4,"2013-08-20","11:20:36.811",15,1,1,31,53,3.840986,"AP",2,TRUE,"5th",0.516666666666667
"10966","1625","4th",4,"2013-08-20","11:20:40.686",16,1,1,39,69,3.98373,"AP",2,TRUE,"6th",0.516666666666667
"10967","1625","4th",4,"2013-08-20","11:20:44.702",17,2,2,29,7,4.178946,"AP",2,TRUE,"3rd",0.516666666666667
"10968","1625","4th",4,"2013-08-20","11:20:48.936",18,2,2,25,49,3.778783,"AP",2,TRUE,"5th",0.516666666666667
"10969","1625","4th",4,"2013-08-20","11:20:52.779",19,1,1,32,47,4.008341,"AP",2,TRUE,"5th",0.516666666666667
"10970","1625","4th",4,"2013-08-20","11:20:56.826",20,1,1,30,9,4.00648,"AP",2,TRUE,"3rd",0.516666666666667
"10971","1625","4th",4,"2013-08-20","11:21:0.873",21,2,1,29,47,3.917166,"AP",2,FALSE,"5th",0.516666666666667
"10972","1625","4th",4,"2013-08-20","11:21:4.841",22,2,2,36,67,3.820067,"AP",2,TRUE,"6th",0.516666666666667
"10973","1625","4th",4,"2013-08-20","11:21:8.747",23,1,1,21,5,3.770692,"AP",2,TRUE,"3rd",0.516666666666667
"10974","1625","4th",4,"2013-08-20","11:21:12.560",24,1,2,39,68,3.867378,"AP",2,FALSE,"6th",0.516666666666667
"10975","1625","4th",4,"2013-08-20","11:21:16.481",25,2,1,27,57,3.775626,"AP",2,FALSE,"6th",0.516666666666667
"10976","1625","4th",4,"2013-08-20","11:21:20.278",26,1,2,31,43,3.83519,"AP",2,FALSE,"5th",0.516666666666667
"10977","1625","4th",4,"2013-08-20","11:21:24.153",27,1,1,24,16,3.851328,"AP",2,TRUE,"3rd",0.516666666666667
"10978","1625","4th",4,"2013-08-20","11:21:28.028",28,2,1,38,57,3.968148,"AP",2,FALSE,"6th",0.516666666666667
"10979","1625","4th",4,"2013-08-20","11:21:32.043",29,2,2,32,65,3.858067,"AP",2,TRUE,"6th",0.516666666666667
"10980","1625","4th",4,"2013-08-20","11:21:35.965",30,2,1,35,2,3.77106,"AP",2,FALSE,"3rd",0.516666666666667
"10981","1625","4th",5,"2013-08-20","11:31:23.748",1,1,1,27,10,4.957447,"AP",2,TRUE,"3rd",0.516666666666667
"10982","1625","4th",5,"2013-08-20","11:31:28.779",2,2,2,38,64,3.868144,"AP",2,TRUE,"6th",0.516666666666667
"10983","1625","4th",5,"2013-08-20","11:31:32.685",3,1,1,24,41,3.906619,"AP",2,TRUE,"5th",0.516666666666667
"10984","1625","4th",5,"2013-08-20","11:31:36.654",4,1,1,36,68,3.913561,"AP",2,TRUE,"6th",0.516666666666667
"10985","1625","4th",5,"2013-08-20","11:31:40.607",5,2,1,38,14,4.245621,"AP",2,FALSE,"3rd",0.516666666666667
"10986","1625","4th",5,"2013-08-20","11:31:44.888",6,1,2,39,40,4.607614,"AP",2,FALSE,"5th",0.516666666666667
"10987","1625","4th",5,"2013-08-20","11:31:49.529",7,1,1,29,12,3.91511,"AP",2,TRUE,"3rd",0.516666666666667
"10988","1625","4th",5,"2013-08-20","11:31:53.498",8,2,1,33,57,3.818202,"AP",2,FALSE,"6th",0.516666666666667
"10989","1625","4th",5,"2013-08-20","11:31:57.373",9,2,2,34,10,3.847561,"AP",2,TRUE,"3rd",0.516666666666667
"10990","1625","4th",5,"2013-08-20","11:32:1.248",10,1,1,24,14,3.860542,"AP",2,TRUE,"3rd",0.516666666666667
"10991","1625","4th",5,"2013-08-20","11:32:5.154",11,1,1,22,62,3.864913,"AP",2,TRUE,"6th",0.516666666666667
"10992","1625","4th",5,"2013-08-20","11:32:9.060",12,2,2,26,66,3.859842,"AP",2,TRUE,"6th",0.516666666666667
"10993","1625","4th",5,"2013-08-20","11:32:12.951",13,2,1,29,5,3.922807,"AP",2,FALSE,"3rd",0.516666666666667
"10994","1625","4th",5,"2013-08-20","11:32:16.919",14,2,1,37,44,4.525874,"AP",2,FALSE,"5th",0.516666666666667
"10995","1625","4th",5,"2013-08-20","11:32:21.482",15,2,2,35,71,3.879772,"AP",2,TRUE,"6th",0.516666666666667
"10996","1625","4th",5,"2013-08-20","11:32:25.404",16,2,2,27,59,3.886014,"AP",2,TRUE,"6th",0.516666666666667
"10997","1625","4th",5,"2013-08-20","11:32:29.341",17,1,1,23,42,3.865518,"AP",2,TRUE,"5th",0.516666666666667
"10998","1625","4th",5,"2013-08-20","11:32:33.248",18,2,2,37,12,3.844992,"AP",2,TRUE,"3rd",0.516666666666667
"10999","1625","4th",5,"2013-08-20","11:32:37.138",19,1,1,38,65,3.866906,"AP",2,TRUE,"6th",0.516666666666667
"11000","1625","4th",5,"2013-08-20","11:32:41.029",20,1,1,35,50,3.880601,"AP",2,TRUE,"5th",0.516666666666667
"11001","1625","4th",5,"2013-08-20","11:32:44.966",21,1,1,25,6,3.913701,"AP",2,TRUE,"3rd",0.516666666666667
"11002","1625","4th",5,"2013-08-20","11:32:48.919",22,1,1,26,40,4.461059,"AP",2,TRUE,"5th",0.516666666666667
"11003","1625","4th",5,"2013-08-20","11:32:53.419",23,2,1,25,44,3.876874,"AP",2,FALSE,"5th",0.516666666666667
"11004","1625","4th",5,"2013-08-20","11:32:57.341",24,2,2,36,69,3.88602,"AP",2,TRUE,"6th",0.516666666666667
"11005","1625","4th",5,"2013-08-20","11:33:1.263",25,2,2,33,54,3.882801,"AP",2,TRUE,"5th",0.516666666666667
"11006","1625","4th",5,"2013-08-20","11:33:5.185",26,1,1,24,20,3.878161,"AP",2,TRUE,"3rd",0.516666666666667
"11007","1625","4th",5,"2013-08-20","11:33:9.091",27,1,2,33,5,3.95129,"AP",2,FALSE,"3rd",0.516666666666667
"11008","1625","4th",5,"2013-08-20","11:33:13.076",28,2,2,27,59,3.932051,"AP",2,TRUE,"6th",0.516666666666667
"11009","1625","4th",5,"2013-08-20","11:33:17.044",29,2,2,39,46,3.831486,"AP",2,TRUE,"5th",0.516666666666667
"11010","1625","4th",5,"2013-08-20","11:33:20.951",30,1,1,31,52,3.982064,"AP",2,TRUE,"5th",0.516666666666667
"11011","1625","4th",6,"2013-08-20","11:33:39.279",1,1,1,37,63,4.038812,"AP",2,TRUE,"6th",0.516666666666667
"11012","1625","4th",6,"2013-08-20","11:33:43.404",2,1,2,39,10,3.77976,"AP",2,FALSE,"3rd",0.516666666666667
"11013","1625","4th",6,"2013-08-20","11:33:47.216",3,1,1,22,13,3.874224,"AP",2,TRUE,"3rd",0.516666666666667
"11014","1625","4th",6,"2013-08-20","11:33:51.138",4,1,1,23,49,3.825434,"AP",2,TRUE,"5th",0.516666666666667
"11015","1625","4th",6,"2013-08-20","11:33:55.029",5,2,2,28,67,3.730742,"AP",2,TRUE,"6th",0.516666666666667
"11016","1625","4th",6,"2013-08-20","11:33:58.810",6,2,2,27,71,3.771941,"AP",2,TRUE,"6th",0.516666666666667
"11017","1625","4th",6,"2013-08-20","11:34:2.623",7,2,2,24,16,3.811349,"AP",2,TRUE,"3rd",0.516666666666667
"11018","1625","4th",6,"2013-08-20","11:34:6.466",8,2,1,38,12,3.895613,"AP",2,FALSE,"3rd",0.516666666666667
"11019","1625","4th",6,"2013-08-20","11:34:10.435",9,1,2,34,46,4.214391,"AP",2,FALSE,"5th",0.516666666666667
"11020","1625","4th",6,"2013-08-20","11:34:14.685",10,2,2,21,10,3.790447,"AP",2,TRUE,"3rd",0.516666666666667
"11021","1625","4th",6,"2013-08-20","11:34:18.513",11,1,1,27,48,3.863302,"AP",2,TRUE,"5th",0.516666666666667
"11022","1625","4th",6,"2013-08-20","11:34:22.435",12,2,2,26,14,3.767551,"AP",2,TRUE,"3rd",0.516666666666667
"11023","1625","4th",6,"2013-08-20","11:34:26.232",13,1,1,37,60,4.916925,"AP",2,TRUE,"6th",0.516666666666667
"11024","1625","4th",6,"2013-08-20","11:34:31.185",14,2,2,36,61,3.765657,"AP",2,TRUE,"6th",0.516666666666667
"11025","1625","4th",6,"2013-08-20","11:34:34.982",15,2,2,32,4,3.774453,"AP",2,TRUE,"3rd",0.516666666666667
"11026","1625","4th",6,"2013-08-20","11:34:38.794",16,1,1,33,49,4.849514,"AP",2,TRUE,"5th",0.516666666666667
"11027","1625","4th",6,"2013-08-20","11:34:43.685",17,1,1,21,5,3.931505,"AP",2,TRUE,"3rd",0.516666666666667
"11028","1625","4th",6,"2013-08-20","11:34:47.669",18,1,1,33,56,4.017836,"AP",2,TRUE,"5th",0.516666666666667
"11029","1625","4th",6,"2013-08-20","11:34:51.716",19,1,1,35,18,3.8942,"AP",2,TRUE,"3rd",0.516666666666667
"11030","1625","4th",6,"2013-08-20","11:34:55.654",20,1,1,23,69,3.899346,"AP",2,TRUE,"6th",0.516666666666667
"11031","1625","4th",6,"2013-08-20","11:34:59.591",21,2,2,24,70,3.821417,"AP",2,TRUE,"6th",0.516666666666667
"11032","1625","4th",6,"2013-08-20","11:35:3.451",22,1,1,22,55,3.826531,"AP",2,TRUE,"5th",0.516666666666667
"11033","1625","4th",6,"2013-08-20","11:35:7.310",23,2,2,21,20,3.848937,"AP",2,TRUE,"3rd",0.516666666666667
"11034","1625","4th",6,"2013-08-20","11:35:11.201",24,2,2,28,64,4.200074,"AP",2,TRUE,"6th",0.516666666666667
"11035","1625","4th",6,"2013-08-20","11:35:15.451",25,2,2,21,68,3.8657,"AP",2,TRUE,"6th",0.516666666666667
"11036","1625","4th",6,"2013-08-20","11:35:19.357",26,1,1,30,65,3.953889,"AP",2,TRUE,"6th",0.516666666666667
"11037","1625","4th",6,"2013-08-20","11:35:23.357",27,2,2,24,46,3.833162,"AP",2,TRUE,"5th",0.516666666666667
"11038","1625","4th",6,"2013-08-20","11:35:27.263",28,1,1,26,45,3.811448,"AP",2,TRUE,"5th",0.516666666666667
"11039","1625","4th",6,"2013-08-20","11:35:31.123",29,2,2,22,49,3.743748,"AP",2,TRUE,"5th",0.516666666666667
"11040","1625","4th",6,"2013-08-20","11:35:34.904",30,1,2,38,52,3.878063,"AP",2,FALSE,"5th",0.516666666666667
"11041","1625","4th",1,"2013-08-21","11:10:57.053",1,1,1,31,59,4.743993,"AP",3,TRUE,"6th",0.516666666666667
"11042","1625","4th",1,"2013-08-21","11:11:1.881",2,2,2,29,55,3.929623,"AP",3,TRUE,"5th",0.516666666666667
"11043","1625","4th",1,"2013-08-21","11:11:5.850",3,2,2,21,57,4.209792,"AP",3,TRUE,"6th",0.516666666666667
"11044","1625","4th",1,"2013-08-21","11:11:10.100",4,2,1,30,46,7.023548,"AP",3,FALSE,"5th",0.516666666666667
"11045","1625","4th",1,"2013-08-21","11:11:17.194",5,2,2,27,49,3.894201,"AP",3,TRUE,"5th",0.516666666666667
"11046","1625","4th",1,"2013-08-21","11:11:21.115",6,2,1,37,7,3.884856,"AP",3,FALSE,"3rd",0.516666666666667
"11047","1625","4th",1,"2013-08-21","11:11:25.037",7,2,2,39,58,5.017492,"AP",3,TRUE,"6th",0.516666666666667
"11048","1625","4th",1,"2013-08-21","11:11:30.084",8,1,1,28,7,3.900587,"AP",3,TRUE,"3rd",0.516666666666667
"11049","1625","4th",1,"2013-08-21","11:11:34.022",9,1,1,35,20,3.900128,"AP",3,TRUE,"3rd",0.516666666666667
"11050","1625","4th",1,"2013-08-21","11:11:37.959",10,2,1,36,43,3.884538,"AP",3,FALSE,"5th",0.516666666666667
"11051","1625","4th",1,"2013-08-21","11:11:41.865",11,2,1,35,63,4.033579,"AP",3,FALSE,"6th",0.516666666666667
"11052","1625","4th",1,"2013-08-21","11:11:45.928",12,1,2,29,53,3.951272,"AP",3,FALSE,"5th",0.516666666666667
"11053","1625","4th",1,"2013-08-21","11:11:49.912",13,2,1,22,12,3.900317,"AP",3,FALSE,"3rd",0.516666666666667
"11054","1625","4th",1,"2013-08-21","11:11:53.850",14,2,1,25,63,5.429859,"AP",3,FALSE,"6th",0.516666666666667
"11055","1625","4th",1,"2013-08-21","11:11:59.319",15,2,2,21,56,3.816631,"AP",3,TRUE,"5th",0.516666666666667
"11056","1625","4th",1,"2013-08-21","11:12:3.162",16,1,2,32,42,4.618651,"AP",3,FALSE,"5th",0.516666666666667
"11057","1625","4th",1,"2013-08-21","11:12:7.834",17,2,2,30,20,4.196673,"AP",3,TRUE,"3rd",0.516666666666667
"11058","1625","4th",1,"2013-08-21","11:12:12.069",18,1,2,39,13,5.285099,"AP",3,FALSE,"3rd",0.516666666666667
"11059","1625","4th",1,"2013-08-21","11:12:17.381",19,1,1,37,64,3.901189,"AP",3,TRUE,"6th",0.516666666666667
"11060","1625","4th",1,"2013-08-21","11:12:21.319",20,2,1,28,67,3.829467,"AP",3,FALSE,"6th",0.516666666666667
"11061","1625","4th",1,"2013-08-21","11:12:25.194",21,2,2,35,56,4.565074,"AP",3,TRUE,"5th",0.516666666666667
"11062","1625","4th",1,"2013-08-21","11:12:29.787",22,1,1,30,20,4.595334,"AP",3,TRUE,"3rd",0.516666666666667
"11063","1625","4th",1,"2013-08-21","11:12:34.412",23,2,2,21,6,4.08372,"AP",3,TRUE,"3rd",0.516666666666667
"11064","1625","4th",1,"2013-08-21","11:12:38.537",24,2,2,31,19,4.151617,"AP",3,TRUE,"3rd",0.516666666666667
"11065","1625","4th",1,"2013-08-21","11:12:42.725",25,2,2,28,65,4.363178,"AP",3,TRUE,"6th",0.516666666666667
"11066","1625","4th",1,"2013-08-21","11:12:47.115",26,1,2,21,69,5.234604,"AP",3,FALSE,"6th",0.516666666666667
"11067","1625","4th",1,"2013-08-21","11:12:52.381",27,1,1,30,6,3.899998,"AP",3,TRUE,"3rd",0.516666666666667
"11068","1625","4th",1,"2013-08-21","11:12:56.319",28,1,2,33,42,4.117162,"AP",3,FALSE,"5th",0.516666666666667
"11069","1625","4th",1,"2013-08-21","11:13:0.475",29,1,1,24,44,3.983379,"AP",3,TRUE,"5th",0.516666666666667
"11070","1625","4th",1,"2013-08-21","11:13:4.490",30,1,2,37,64,3.868562,"AP",3,FALSE,"6th",0.516666666666667
"11071","1625","4th",2,"2013-08-21","11:13:25.834",1,1,1,27,68,3.94941,"AP",3,TRUE,"6th",0.516666666666667
"11072","1625","4th",2,"2013-08-21","11:13:29.850",2,1,1,29,40,4.812544,"AP",3,TRUE,"5th",0.516666666666667
"11073","1625","4th",2,"2013-08-21","11:13:34.709",3,1,1,22,65,3.857654,"AP",3,TRUE,"6th",0.516666666666667
"11074","1625","4th",2,"2013-08-21","11:13:38.615",4,2,2,37,18,4.482068,"AP",3,TRUE,"3rd",0.516666666666667
"11075","1625","4th",2,"2013-08-21","11:13:43.256",5,1,1,29,43,4.936849,"AP",3,TRUE,"5th",0.516666666666667
"11076","1625","4th",2,"2013-08-21","11:13:48.225",6,1,1,31,16,3.950614,"AP",3,TRUE,"3rd",0.516666666666667
"11077","1625","4th",2,"2013-08-21","11:13:52.209",7,2,1,29,13,4.283914,"AP",3,FALSE,"3rd",0.516666666666667
"11078","1625","4th",2,"2013-08-21","11:13:56.522",8,2,2,23,67,3.851182,"AP",3,TRUE,"6th",0.516666666666667
"11079","1625","4th",2,"2013-08-21","11:14:0.397",9,1,1,29,55,3.934903,"AP",3,TRUE,"5th",0.516666666666667
"11080","1625","4th",2,"2013-08-21","11:14:4.365",10,2,2,24,13,3.783761,"AP",3,TRUE,"3rd",0.516666666666667
"11081","1625","4th",2,"2013-08-21","11:14:8.194",11,2,2,27,17,3.945649,"AP",3,TRUE,"3rd",0.516666666666667
"11082","1625","4th",2,"2013-08-21","11:14:12.162",12,1,2,39,42,3.916675,"AP",3,FALSE,"5th",0.516666666666667
"11083","1625","4th",2,"2013-08-21","11:14:16.115",13,1,1,21,66,4.784876,"AP",3,TRUE,"6th",0.516666666666667
"11084","1625","4th",2,"2013-08-21","11:14:20.928",14,2,2,29,70,4.034575,"AP",3,TRUE,"6th",0.516666666666667
"11085","1625","4th",2,"2013-08-21","11:14:25.006",15,1,1,27,43,3.933862,"AP",3,TRUE,"5th",0.516666666666667
"11086","1625","4th",2,"2013-08-21","11:14:28.975",16,1,2,39,58,3.900535,"AP",3,FALSE,"6th",0.516666666666667
"11087","1625","4th",2,"2013-08-21","11:14:32.897",17,2,1,36,57,3.901009,"AP",3,FALSE,"6th",0.516666666666667
"11088","1625","4th",2,"2013-08-21","11:14:36.834",18,1,2,39,44,4.617524,"AP",3,FALSE,"5th",0.516666666666667
"11089","1625","4th",2,"2013-08-21","11:14:41.490",19,2,2,33,55,3.881035,"AP",3,TRUE,"5th",0.516666666666667
"11090","1625","4th",2,"2013-08-21","11:14:45.397",20,2,1,38,43,3.932787,"AP",3,FALSE,"5th",0.516666666666667
"11091","1625","4th",2,"2013-08-21","11:14:49.365",21,1,1,27,9,3.93438,"AP",3,TRUE,"3rd",0.516666666666667
"11092","1625","4th",2,"2013-08-21","11:14:53.334",22,2,2,36,66,3.982758,"AP",3,TRUE,"6th",0.516666666666667
"11093","1625","4th",2,"2013-08-21","11:14:57.350",23,2,1,35,57,3.901195,"AP",3,FALSE,"6th",0.516666666666667
"11094","1625","4th",2,"2013-08-21","11:15:1.287",24,2,2,29,52,3.950564,"AP",3,TRUE,"5th",0.516666666666667
"11095","1625","4th",2,"2013-08-21","11:15:5.272",25,1,2,36,4,4.01699,"AP",3,FALSE,"3rd",0.516666666666667
"11096","1625","4th",2,"2013-08-21","11:15:9.319",26,2,2,32,19,4.097477,"AP",3,TRUE,"3rd",0.516666666666667
"11097","1625","4th",2,"2013-08-21","11:15:13.444",27,2,1,38,49,4.201128,"AP",3,FALSE,"5th",0.516666666666667
"11098","1625","4th",2,"2013-08-21","11:15:17.694",28,2,1,36,57,4.112461,"AP",3,FALSE,"6th",0.516666666666667
"11099","1625","4th",2,"2013-08-21","11:15:21.834",29,2,2,28,1,4.30079,"AP",3,TRUE,"3rd",0.516666666666667
"11100","1625","4th",2,"2013-08-21","11:15:26.162",30,2,2,23,4,4.984021,"AP",3,TRUE,"3rd",0.516666666666667
"11101","1625","4th",3,"2013-08-21","11:22:56.319",1,1,1,25,40,3.941006,"AP",3,TRUE,"5th",0.516666666666667
"11102","1625","4th",3,"2013-08-21","11:23:0.319",2,2,2,21,64,3.861908,"AP",3,TRUE,"6th",0.516666666666667
"11103","1625","4th",3,"2013-08-21","11:23:4.225",3,1,1,26,8,3.893174,"AP",3,TRUE,"3rd",0.516666666666667
"11104","1625","4th",3,"2013-08-21","11:23:8.162",4,1,1,36,54,3.858067,"AP",3,TRUE,"5th",0.516666666666667
"11105","1625","4th",3,"2013-08-21","11:23:12.053",5,2,2,27,19,3.833612,"AP",3,TRUE,"3rd",0.516666666666667
"11106","1625","4th",3,"2013-08-21","11:23:15.928",6,2,2,35,71,4.115923,"AP",3,TRUE,"6th",0.516666666666667
"11107","1625","4th",3,"2013-08-21","11:23:20.069",7,2,2,36,10,3.817578,"AP",3,TRUE,"3rd",0.516666666666667
"11108","1625","4th",3,"2013-08-21","11:23:23.912",8,2,2,28,68,3.849946,"AP",3,TRUE,"6th",0.516666666666667
"11109","1625","4th",3,"2013-08-21","11:23:27.803",9,1,1,31,63,3.902009,"AP",3,TRUE,"6th",0.516666666666667
"11110","1625","4th",3,"2013-08-21","11:23:31.740",10,1,1,26,58,3.967389,"AP",3,TRUE,"6th",0.516666666666667
"11111","1625","4th",3,"2013-08-21","11:23:35.740",11,2,1,27,7,3.968239,"AP",3,FALSE,"3rd",0.516666666666667
"11112","1625","4th",3,"2013-08-21","11:23:39.740",12,2,2,31,48,4.157137,"AP",3,TRUE,"5th",0.516666666666667
"11113","1625","4th",3,"2013-08-21","11:23:43.928",13,1,1,23,51,3.851306,"AP",3,TRUE,"5th",0.516666666666667
"11114","1625","4th",3,"2013-08-21","11:23:47.819",14,2,2,28,49,3.816331,"AP",3,TRUE,"5th",0.516666666666667
"11115","1625","4th",3,"2013-08-21","11:23:51.662",15,2,2,24,14,3.834038,"AP",3,TRUE,"3rd",0.516666666666667
"11116","1625","4th",3,"2013-08-21","11:23:55.537",16,1,1,25,61,3.884021,"AP",3,TRUE,"6th",0.516666666666667
"11117","1625","4th",3,"2013-08-21","11:23:59.459",17,1,2,38,65,3.801614,"AP",3,FALSE,"6th",0.516666666666667
"11118","1625","4th",3,"2013-08-21","11:24:3.287",18,1,1,30,49,3.899993,"AP",3,TRUE,"5th",0.516666666666667
"11119","1625","4th",3,"2013-08-21","11:24:7.225",19,2,2,21,52,3.85132,"AP",3,TRUE,"5th",0.516666666666667
"11120","1625","4th",3,"2013-08-21","11:24:11.100",20,1,1,28,2,3.917386,"AP",3,TRUE,"3rd",0.516666666666667
"11121","1625","4th",3,"2013-08-21","11:24:15.053",21,2,1,25,5,3.884634,"AP",3,FALSE,"3rd",0.516666666666667
"11122","1625","4th",3,"2013-08-21","11:24:18.975",22,1,1,29,2,4.667676,"AP",3,TRUE,"3rd",0.516666666666667
"11123","1625","4th",3,"2013-08-21","11:24:23.662",23,2,1,35,59,4.317497,"AP",3,FALSE,"6th",0.516666666666667
"11124","1625","4th",3,"2013-08-21","11:24:28.022",24,1,1,26,7,3.865632,"AP",3,TRUE,"3rd",0.516666666666667
"11125","1625","4th",3,"2013-08-21","11:24:31.928",25,2,1,35,41,4.297177,"AP",3,FALSE,"5th",0.516666666666667
"11126","1625","4th",3,"2013-08-21","11:24:36.256",26,2,2,23,61,5.256712,"AP",3,TRUE,"6th",0.516666666666667
"11127","1625","4th",3,"2013-08-21","11:24:41.569",27,2,2,24,65,3.838199,"AP",3,TRUE,"6th",0.516666666666667
"11128","1625","4th",3,"2013-08-21","11:24:45.444",28,2,2,38,52,3.855437,"AP",3,TRUE,"5th",0.516666666666667
"11129","1625","4th",3,"2013-08-21","11:24:49.350",29,2,2,28,43,3.76704,"AP",3,TRUE,"5th",0.516666666666667
"11130","1625","4th",3,"2013-08-21","11:24:53.162",30,2,2,24,17,3.818538,"AP",3,TRUE,"3rd",0.516666666666667
"11131","1625","4th",4,"2013-08-21","11:25:13.256",1,1,1,36,55,3.941585,"AP",3,TRUE,"5th",0.516666666666667
